id;ingredient;similars;co2id
273;2 teaspoons sugar, divided;"['Button squash' 'Rape seed' 'Sesame seed' 'Coconut milk' 'Mustard seed'
 'Mandarin' 'Kangaroo' 'Mandarins' 'Nectarines' 'Watermelons']";0
274;4 large cloves garlic, pureed with 1 tablespoon water;"['Cauliflowers' 'Sunflower seed' 'Rape seed' 'Chick peas' 'Sesame seed'
 'Ground nuts' 'Mustard seed' 'Button squash' 'Lobster' 'Kangaroo']";
275;1 Tbs Myers's Dark Rum (optional);"['Shark mako' 'Herring' 'Mandarin' 'Pumpkins' 'Gherkins' 'Mandarins'
 'Aubergines' 'Tangerines' 'Nectarines' 'Watermelons']";0
276;Fresh flat-leaf parsley for garnish;"['Watermelons' 'Anglerfish' 'Cuttlefish' 'Grapefruit' 'Green beans'
 'Sesame seed' 'Buffalo milk' 'Butter beans' 'Sea bass' 'Asparagus']";0
277;Vegetable oil (for brushing);"['Herring' 'Nectarines' 'Kiwi fruit' 'Cuttlefish' 'Butter beans' 'Lentils'
 'Sea bass' 'Rock fish' 'Sesame seed' 'Diamond fish']";0
278;1/4 cup chopped bell peppers;"['Peppers' 'Cucumbers' 'Blueberries' 'Cauliflowers' 'Butter beans'
 'Gooseberries' 'Apples' 'Porbeagle' 'Artichokes' 'Pineapples']";
279;4 slices turkey bologna, approximately 1/2 cm. thick, diced;"['Sesame seed' 'Pistachios' 'Pineapples' 'Buffalo milk' 'Sunflower seed'
 'Rape seed' 'Shark mako' 'Chick peas' 'Megrim' 'Turbot']";
280;Pinch red chile flakes;"['Pineapples' 'Pistachios' 'Artichokes' 'Green beans' 'Almond milk'
 'Diamond fish' 'Quinces' 'Peaches' 'Pilchard' 'Cherries']";0
281;Asian hot-chile sauce;"['Pistachios' 'Artichokes' 'Sesame seed' 'Peaches' 'Lentils'
 'Sunflower seed' 'Cantelope' 'Rape seed' 'Asparagus' 'Anglerfish']";0
282;1/2 cup Indian split peas;"['Chick peas' 'Ground nuts' 'Butter beans' 'Diamond fish' 'Apples'
 'Button squash' 'Quinces' 'Currants' 'Pumpkins' 'Cantelope']";
283;1 1/3 cups fresh bean sprouts;"['Green beans' 'Butter beans' 'Peanuts' 'Currants' 'Cucumbers' 'Chestnuts'
 'Mushrooms' 'Cashew nut' 'Blueberries' 'Gooseberries']";
284;salsa, for topping;"['Mandarin' 'Mandarins' 'Salmon' 'Buffalo milk' 'Whiting' 'Herring'
 'Cantelope' 'Shark mako' 'Kiwi fruit' 'Cashew nut']";0
285;1 lb. mascarpone cheese, softened;"['Rape seed' 'Sesame seed' 'Mustard seed' 'Sunflower seed' 'Nectarines'
 'Cashew nut' 'Raspberries' 'Cheese' 'Peaches' 'Almonds']";
286;1 cup peppers, leftover sauteed,diced;"['Sunflower seed' 'Mustard seed' 'Rape seed' 'Blueberries' 'Peppers'
 'Grapefruit' 'Pineapples' 'Sesame seed' 'Raspberries' 'Gooseberries']";
287;1½ cups crumbled extra-old cheddar cheese;"['Cucumbers' 'Mustard seed' 'Sunflower seed' 'Blueberries' 'Strawberries'
 'Butter beans' 'Strawberries' 'Peaches' 'Capsicums' 'Nectarines']";
288;2 tsp extra virgin olive oil;"['Nectarines' 'Raspberries' 'Aubergines' 'Mustard seed' 'Herring'
 'Cherries' 'Beetroot' 'Asparagus' 'Tangerines' 'Cuttlefish']";0
289;1 1/2 teaspoons chili powder;"['Cauliflowers' 'Coconut milk' 'Sunflower seed' 'Peaches' 'Peppers'
 'Cantelope' 'Artichokes' 'Pineapples' 'Pistachios' 'Watermelons']";0
290;1/3 cup heavy cream;"['Cream' 'Guavas' 'Peaches' 'Pilchard' 'Cherries' 'Sea bass' 'Mackerel'
 'Mushrooms' 'Asparagus' 'Shark mako']";
291;1 teaspoon hot pepper sauce;"['Peppers' 'Sunflower seed' 'Rape seed' 'Pineapples' 'Cashew nut'
 'Raspberries' 'Gooseberries' 'Butter beans' 'Mustard seed' 'Cheese']";0
292;1 green chile, such as jalapeno or serrano, finely diced;"['Sesame seed' 'Mustard seed' 'Sunflower seed' 'Rape seed' 'Green beans'
 'Raspberries' 'Blueberries' 'Gooseberries' 'Pilchard' 'Chick peas']";
293;2 cup Sprouted Green Lentils;"['Green beans' 'Ground nuts' 'Lentils' 'Currants' 'Watermelons'
 'Mustard seed' 'Coconut milk' 'Strawberries' 'Strawberries' 'Swedes']";0
294;12 small red beets (about 1 1/2 pounds), stems and roots trimmed;"['Ground nuts' 'Mustard seed' 'Blueberries' 'Green beans' 'Button squash'
 'Beetroot' 'Cranberries' 'Raspberries' 'Butter beans' 'Sunflower seed']";0
295;1 tablespoon fresh ginger root, chopped;"['Aubergines' 'Raspberries' 'Sesame seed' 'Diamond fish' 'Gooseberries'
 'Mustard seed' 'Sunflower seed' 'Kangaroo' 'Beetroot' 'Cantelope']";0
296;3 tablespoons sugar;"['Button squash' 'Kangaroo' 'Watermelons' 'Diamond fish' 'Strawberries'
 'Strawberries' 'Salmon' 'Melons' 'Melons' 'Walnuts']";0
297;1 pound of ground beef;"['Sunflower seed' 'Ground nuts' 'Porbeagle' 'Cranberries' 'Green beans'
 'Mustard seed' 'Gooseberries' 'Butter beans' 'Diamond fish' 'Pomfret']";
298;1/4 cup Pomegranate Kernels;"['Tangerines' 'Cranberries' 'Watermelons' 'Peanuts' 'Potatoes' 'Currants'
 'Tomatoes' 'Tomatoes' 'Cucumbers' 'Mandarins']";0
299;"1¼ pounds ground pork shoulder (Boston butt; 20% fat)";"['Ground nuts' 'Chestnuts' 'Cashew nut' 'Button squash' 'Sunflower seed'
 'Yoghurt' 'Mushrooms' 'Anglerfish' 'Green beans' 'Ling common']";
300;3 garlic cloves, thinly sliced;"['Cauliflowers' 'Sunflower seed' 'Zucchini' 'Rape seed' 'Pistachios'
 'Artichokes' 'Sesame seed' 'Watermelons' 'Buffalo milk' 'Mustard seed']";
301;zest from one lemon;"['Pomelo' 'Ling common' 'Sesame seed' 'Mustard seed' 'Beetroot' 'Mushrooms'
 'Nectarines' 'Ground nuts' 'Lemon' 'Watermelons']";0
302;¼ c granulated sugar;"['Walnuts' 'Peanuts' 'Button squash' 'Kangaroo' 'Currants' 'Mandarin'
 'Eggplants' 'Mandarins' 'Hazelnuts' 'Cranberries']";0
303;3 tablespoons granulated sugar, or more to taste;"['Cranberries' 'Watermelons' 'Sesame seed' 'Strawberries' 'Mustard seed'
 'Butter beans' 'Strawberries' 'Kangaroo' 'Ground nuts' 'Coconut milk']";0
304;1 tablespoon of organic apple cider vinegar;"['Tangerines' 'Sesame seed' 'Sunflower seed' 'Rape seed' 'Pineapples'
 'Grapefruit' 'Nectarines' 'Chick peas' 'Aubergines' 'Cranberries']";0
305;1 Prise(n) Pizzagewürz;"['Porbeagle' 'Ginger' 'Pears' 'Orange' 'Prawns' 'Herring' 'Peaches'
 'Peppers' 'Pilchard' 'Rape seed']";0
306;1/2 c. sugar;"['Button squash' 'Kangaroo' 'Pilchard' 'Rock fish' 'Asparagus' 'Nectarines'
 'Chick peas' 'Tuna' 'Mustard seed' 'Carp']";0
307;Lemon and cucumber wedges, malt vinegar, ketchup, and flaky sea salt, such as Maldon, for serving (optional);"['Mustard seed' 'Aubergines' 'Almond milk' 'Watermelons' 'Cauliflowers'
 'Sunflower seed' 'Cucumbers' 'Tangerines' 'Grapefruit' 'Ling common']";0
308;1 cup confectioners' sugar;"['Sunflower seed' 'Button squash' 'Cauliflowers' 'Butter beans' 'Quinces'
 'Zucchini' 'Pumpkins' 'Cucumbers' 'Artichokes' 'Nectarines']";0
309;1 tsp. vanilla extract;"['Asparagus' 'Cauliflowers' 'Apricot' 'Spinach' 'Mandarin' 'Rutabage'
 'Beetroot' 'Kangaroo' 'Eggplants' 'Mandarins']";0
310;4 tablespoons (2 ounces) unsalted butter;"['Rape seed' 'Cashew nut' 'Ground nuts' 'Gooseberries' 'Capsicums'
 'Cucumbers' 'Raspberries' 'Blueberries' 'Green beans' 'Butter']";0
311;1/4 cup chopped onions;"['Zucchini' 'Pumpkins' 'Gherkins' 'Pistachios' 'Aubergines' 'Artichokes'
 'Ground nuts' 'Ling common' 'Onion' 'Butter beans']";
312;2 large eggs;"['Tangerines' 'Asparagus' 'Rape seed' 'Eggs' 'Aubergines' 'Nectarines'
 'Dates' 'Pears' 'Watermelons' 'Green beans']";
313;1 tsp salt;"['Octopus' 'Mussels' 'Walnuts' 'Button squash' 'Potatoes' 'Rape seed'
 'Asparagus' 'Chick peas' 'Oats' 'Raspberries']";0
314;1 large egg;"['Rape seed' 'Tangerines' 'Sesame seed' 'Barley' 'Orange' 'Mustard seed'
 'Sunflower seed' 'Rutabage' 'Mackerel' 'Pilchard']";
315;etwas Olivenöl;"['Olives' 'Nectarines' 'Porbeagle' 'Peas' 'Cashew nut' 'Pears' 'Beans'
 'Maize' 'Buffalo milk' 'Cauliflowers']";0
316;1 tablespoon parsley;"['Barley' 'Peppers' 'Rutabage' 'Mandarins' 'Asparagus' 'Watermelons'
 'Almond milk' 'Pears' 'Mustard seed' 'Coconut milk']";0
317;1 thick slice Brie;"['Chick peas' 'Chicken' 'Cherries' 'Mackerel' 'Artichokes' 'Kiwi fruit'
 'Raspberries' 'Strawberries' 'Mustard seed' 'Gooseberries']";
318;6 tablespoons unsalted butter;"['Ground nuts' 'Gooseberries' 'Rape seed' 'Cashew nut' 'Raspberries'
 'Blueberries' 'Butter' 'Lobster' 'Rutabage' 'Hazelnuts']";
319;1 Teaspoon Dried Parsley;"['Tangerines' 'Raspberries' 'Mandarins' 'Cranberries' 'Green beans'
 'Diamond fish' 'Coconut milk' 'Gooseberries' 'Barley' 'Cherries']";0
320;2 - 4 salmon fillets;"['Diamond fish' 'Almond milk' 'Salmon' 'Cauliflowers' 'Buffalo milk'
 'Almonds' 'Walnuts' 'Rock fish' 'Ground nuts' 'Sesame seed']";
321;3 cups confectioners sugar;"['Sunflower seed' 'Button squash' 'Cauliflowers' 'Butter beans' 'Quinces'
 'Zucchini' 'Pumpkins' 'Cucumbers' 'Artichokes' 'Pistachios']";0
322;1 teaspoon Oyster Sauce;"['Raspberries' 'Gooseberries' 'Butter beans' 'Lobster' 'Button squash'
 'Lettuce' 'Rape seed' 'Tangerines' 'Cashew nut' 'Green beans']";0
323;6 tablespoons unsalted butter, at room temperature;"['Gooseberries' 'Blueberries' 'Raspberries' 'Butter beans' 'Sunflower seed'
 'Beetroot' 'Cantelope' 'Coconut milk' 'Kangaroo' 'Asparagus']";
324;nan;"['Tuna' 'Onion' 'Beans' 'Quinoa' 'Prawns' 'Fennel' 'Salmon' 'Orange'
 'Green beans' 'Peanuts']";0
325;1 tablespoon confectioners sugar (optional);"['Coconut milk' 'Kangaroo' 'Nectarines' 'Raspberries' 'Strawberries'
 'Butter beans' 'Diamond fish' 'Gooseberries' 'Cauliflowers' 'Strawberries']";0
326;2 small Thai chile pepper or 1 small jalapeno, very thinly sliced crosswise;"['Tangerines' 'Raspberries' 'Blueberries' 'Watermelons' 'Diamond fish'
 'Cherries' 'Rape seed' 'Chick peas' 'Shark mako' 'Cranberries']";0
327;2 cups milk;"['Coconut milk' 'Buffalo milk' 'Almond milk' 'Soy-milk' 'Milk' 'Octopus'
 'Mussels' 'Pumpkins' 'Mushrooms' 'Capsicums']";
328;1 28 ounce can Whole Peeled Tomatoes (crushed by hand);"['Tomatoes' 'Tomatoes' 'Butter beans' 'Sunflower seed' 'Potatoes'
 'Watermelons' 'Ling common' 'Button squash' 'Peaches' 'Avocados']";
329;1/4 teaspoon pepper;"['Peppers' 'Cantelope' 'Pineapples' 'Raspberries' 'Gooseberries'
 'Rape seed' 'Tangerines' 'Grapefruit' 'Cranberries' 'Green beans']";0
330;4 fresh Prawns (optional);"['Prawns' 'Green beans' 'Lentils' 'Currants' 'Mushrooms' 'Pistachios'
 'Cashew nut' 'Butter beans' 'Onion' 'Beans']";
331;fresh ground pepper to taste;"['Ground nuts' 'Peppers' 'Sunflower seed' 'Mushrooms' 'Pineapples'
 'Chick peas' 'Button squash' 'Carrots' 'Cowpeas' 'Potatoes']";0
332;Sea salt and coarsely ground pepper;"['Sesame seed' 'Mustard seed' 'Cantelope' 'Sea bass' 'Mandarin' 'Mandarins'
 'Pistachios' 'Nectarines' 'Ling common' 'Ground nuts']";0
333;1/4 cup spicy brown mustard;"['Capsicums' 'Mustard seed' 'Button squash' 'Apricot' 'Pilchard'
 'Aubergines' 'Raspberries' 'Cauliflowers' 'Trout' 'Sunflower seed']";0
334;2 tsp raw honey;"['Prawns' 'Orange' 'Strawberries' 'Strawberries' 'Asparagus' 'Artichokes'
 'Cashew nut' 'Nectarines' 'Pistachios' 'Cranberries']";0
335;Sour cream;"['Cream' 'Soybean' 'Butter beans' 'Currants' 'Sole' 'Porbeagle'
 'Sunflower seed' 'Sesame seed' 'Salmon' 'Shrimp']";
336;1/4 cup balsamic vinegar;"['Kangaroo' 'Cucumbers' 'Aubergines' 'Nectarines' 'Chick peas'
 'Cauliflowers' 'Butter beans' 'Coconut milk' 'Buffalo milk' 'Guavas']";0
337;1 1/2 cups chopped carrot, divided;"['Mustard seed' 'Cherries' 'Nectarines' 'Blueberries' 'Gooseberries'
 'Coconut milk' 'Carrots' 'Pilchard' 'Zucchini' 'Mushrooms']";0
338;1/4 cup whipping cream;"['Ling common' 'Whiting' 'Quinces' 'Chick peas' 'Cream' 'Quinoa' 'Ginger'
 'Cowpeas' 'Spinach' 'Chicken']";
339;Prosciutto crumbles, optional;"['Potatoes' 'Cucumbers' 'Broccoli' 'Broccoli' 'Pumpkins' 'Rockmelon'
 'Capsicums' 'Porbeagle' 'Cuttlefish' 'Pistachios']";0
340;2 tbsp chopped fresh thyme;"['Artichokes' 'Raspberries' 'Diamond fish' 'Cheese' 'Peppers' 'Pomfret'
 'Cherries' 'Rock fish' 'Rape seed' 'Aubergines']";0
341;2 tablespoons milk;"['Almond milk' 'Buffalo milk' 'Coconut milk' 'Soy-milk' 'Watermelons'
 'Strawberries' 'Salmon' 'Diamond fish' 'Strawberries' 'Melons']";
342;salt and pepper;"['Mustard seed' 'Peppers' 'Pineapples' 'Lobster' 'Mandarin' 'Cantelope'
 'Rape seed' 'Mandarins' 'Tangerines' 'Grapefruit']";0
343;Coarse salt;"['Cashew nut' 'Porbeagle' 'Cream' 'Cowpeas' 'Pomfret' 'Carrots' 'Currants'
 'Capsicums' 'Chestnuts' 'Rape seed']";0
344;15 Ounces Ricotta Cheese;"['Cheese' 'Mustard seed' 'Nectarines' 'Sesame seed' 'Butter beans'
 'Quinces' 'Peaches' 'Sunflower seed' 'Potatoes' 'Cherries']";
345;1 tablespoon baking powder;"['Cauliflowers' 'Rutabage' 'Raspberries' 'Ginger' 'Peppers' 'Mandarin'
 'Mandarins' 'Tangerines' 'Nectarines' 'Shark mako']";0
346;1 tablespoon unsalted butter;"['Ground nuts' 'Gooseberries' 'Rape seed' 'Cashew nut' 'Blueberries'
 'Raspberries' 'Butter' 'Lobster' 'Rutabage' 'Hazelnuts']";
347;1 small container of Ricotta cheese;"['Nectarines' 'Cranberries' 'Diamond fish' 'Strawberries' 'Strawberries'
 'Mustard seed' 'Peaches' 'Tomatoes' 'Tomatoes' 'Kangaroo']";
348;3 1/2 ounces coarsely grated Gruyère cheese (1 1/3 cups);"['Gooseberries' 'Mustard seed' 'Sunflower seed' 'Cranberries' 'Sesame seed'
 'Ground nuts' 'Strawberries' 'Strawberries' 'Butter beans' 'Peaches']";
349;1 tablespoon fish sauce;"['Diamond fish' 'Cuttlefish' 'Rock fish' 'Anglerfish' 'Button squash'
 'Rutabage' 'Rape seed' 'Swordfish' 'Watermelons' 'Almond milk']";0
350;1 teaspoon toasted sesame oil;"['Coconut milk' 'Rape seed' 'Almond milk' 'Mustard seed' 'Sunflower seed'
 'Sea bass' 'Raspberries' 'Sesame seed' 'Gooseberries' 'Buffalo milk']";0
351;8 tablespoons diced white onion;"['Pistachios' 'Cashew nut' 'Almond milk' 'Raspberries' 'Gooseberries'
 'Diamond fish' 'Coconut milk' 'Whiting' 'Zucchini' 'Mandarin']";
352;1/2 cup unsalted butter;"['Ground nuts' 'Butter' 'Mustard seed' 'Cucumbers' 'Cashew nut'
 'Gooseberries' 'Butter beans' 'Sunflower seed' 'Walnuts' 'Lettuce']";
353;1/2 cup cheddar cheese, grated;"['Mustard seed' 'Sunflower seed' 'Rape seed' 'Cheese' 'Currants' 'Pilchard'
 'Cherries' 'Mackerel' 'Cucumbers' 'Aubergines']";
354;1 large bread roll;"['Mackerel' 'Rape seed' 'Porbeagle' 'Tangerines' 'Shark mako' 'Watermelons'
 'Sesame seed' 'Blueberries' 'Butter beans' 'Carrots']";0
355;Extra-Virgin Olive Oil;"['Nectarines' 'Olives' 'Aubergines' 'Tangerines' 'Cranberries'
 'Buffalo milk' 'Strawberries' 'Strawberries' 'Mustard seed' 'Orange']";0
356;1/4 cup salted butter;"['Butter' 'Mustard seed' 'Cucumbers' 'Rape seed' 'Cashew nut' 'Ground nuts'
 'Gooseberries' 'Butter beans' 'Walnuts' 'Lobster']";
357;1¼ teaspoons Shaoxing wine (Chinese rice wine);"['Tangerines' 'Sunflower seed' 'Rape seed' 'Raspberries' 'Sesame seed'
 'Strawberries' 'Gooseberries' 'Strawberries' 'Chicken' 'Cherries']";0
358;Salt and freshly ground pepper, to taste;"['Ground nuts' 'Sunflower seed' 'Diamond fish' 'Peppers' 'Carrots'
 'Walnuts' 'Kangaroo' 'Rape seed' 'Mushrooms' 'Hazelnuts']";0
359;Vegetable oil, for frying;"['Herring' 'Nectarines' 'Raspberries' 'Cauliflowers' 'Celery' 'Aubergines'
 'Kiwi fruit' 'Cuttlefish' 'Blueberries' 'Gooseberries']";0
360;8 teaspoons mustard;"['Mustard seed' 'Peanuts' 'Button squash' 'Capsicums' 'Rape seed'
 'Cashew nut' 'Watermelons' 'Green beans' 'Beans' 'Coconut milk']";0
361;8 tablespoons unsalted butter (1 stick), at room temperature;"['Gooseberries' 'Sunflower seed' 'Sesame seed' 'Blueberries' 'Raspberries'
 'Butter beans' 'Mustard seed' 'Beetroot' 'Cantelope' 'Chick peas']";
362;4 tomatoes, sliced;"['Tomatoes' 'Tomatoes' 'Potatoes' 'Rape seed' 'Sesame seed'
 'Sunflower seed' 'Cantelope' 'Dates' 'Garlic' 'Mustard seed']";
363;2 cups firmly packed fresh baby spinach;"['Diamond fish' 'Butter beans' 'Sunflower seed' 'Spinach' 'Mackerel'
 'Pumpkins' 'Rock fish' 'Chick peas' 'Grapefruit' 'Cranberries']";0
364;6 1?2 tbsp. sugar;"['Button squash' 'Asparagus' 'Octopus' 'Lobster' 'Kangaroo' 'Rape seed'
 'Chick peas' 'Nectarines' 'Sesame seed' 'Raspberries']";0
365;1 (5-ounce) package sliced shiitake mushroom caps;"['Mushrooms' 'Rock fish' 'Sesame seed' 'Ground nuts' 'Butter beans'
 'Sunflower seed' 'Peaches' 'Beetroot' 'Kangaroo' 'Sea bass']";0
366;1 tomato, sliced;"['Tomatoes' 'Tomatoes' 'Mustard seed' 'Potatoes' 'Rape seed' 'Sesame seed'
 'Garlic' 'Lettuce' 'Broccoli' 'Sunflower seed']";
367;1/2 tsp Roasted cumin;"['Rockmelon' 'Rape seed' 'Capsicums' 'Cashew nut' 'Raspberries'
 'Almond milk' 'Sesame seed' 'Watermelons' 'Coconut milk' 'Butter beans']";0
368;1 tbsp. butter, plus 1 for the skillet;"['Raspberries' 'Butter beans' 'Gooseberries' 'Strawberries' 'Strawberries'
 'Sesame seed' 'Cranberries' 'Buffalo milk' 'Mustard seed' 'Button squash']";
369;Peanut oil;"['Peanuts' 'Lentils' 'Coconut milk' 'Walnuts' 'Peas' 'Porbeagle'
 'Cantelope' 'Hazelnuts' 'Chestnuts' 'Beans']";0
370;1 Schuss Weißwein;"['Mustard seed' 'Whiting' 'Chicken' 'Mussels' 'Cherries' 'Gherkins'
 'Zucchini' 'Cashew nut' 'Aubergines' 'Raspberries']";0
371;Old Edith's Hot Mayonnaise Sauce;"['Mandarins' 'Diamond fish' 'Button squash' 'Potatoes' 'Mandarin'
 'Cashew nut' 'Pineapples' 'Sesame seed' 'Ling common' 'Mustard seed']";0
372;70 g Butter;"['Butter' 'Butter beans' 'Cuttlefish' 'Blueberries' 'Ginger' 'Yoghurt'
 'Button squash' 'Lobster' 'Lettuce' 'Rutabage']";
373;2 filet mignons, (5 to 6 ounces each, about 1 1/2 inches thick);"['Pistachios' 'Zucchini' 'Nectarines' 'Green beans' 'Ground nuts' 'Lettuce'
 'Peaches' 'Aubergines' 'Buffalo milk' 'Spinach']";
374;3/4 ounce (1/4 cup) shiitake mushrooms, thinly sliced;"['Mushrooms' 'Nectarines' 'Coconut milk' 'Sunflower seed' 'Zucchini'
 'Mustard seed' 'Button squash' 'Gherkins' 'Beetroot' 'Rape seed']";
375;1 tablespoon unsalted butter, melted;"['Sunflower seed' 'Gooseberries' 'Coconut milk' 'Almond milk' 'Raspberries'
 'Sesame seed' 'Blueberries' 'Ground nuts' 'Watermelons' 'Butter beans']";
376;6 oz. monkfish or hake fillet;"['Diamond fish' 'Pomfret' 'Sunflower seed' 'Rock fish' 'Grapefruit'
 'Almond milk' 'Coconut milk' 'Swordfish' 'Porbeagle' 'Cashew nut']";
377;2 Zwiebel(n), klein gehackt;"['Green beans' 'Kiwi fruit' 'Anglerfish' 'Aubergines' 'Almond milk'
 'Blueberries' 'Gooseberries' 'Strawberries' 'Strawberries'
 'Sunflower seed']";0
378;a few drops of food coloring, optional;"['Ling common' 'Coconut milk' 'Herring' 'Broccoli' 'Broccoli' 'Cashew nut'
 'Ground nuts' 'Watermelons' 'Lentils' 'Apricot']";0
379;2 Tbsp. all-purpose flour;"['Cauliflowers' 'Asparagus' 'Cashew nut' 'Grapefruit' 'Buffalo milk'
 'Trout' 'Turkey' 'Turbot' 'Pomelo' 'Sunflower seed']";0
380;? cup hot water;"['Butter' 'Potatoes' 'Butter beans' 'Lobster' 'Tomatoes' 'Rutabage'
 'Tomatoes' 'Pilchard' 'Sunflower seed' 'Cucumbers']";0
381;Freshly grated parmesan reggiano to pass at the table;"['Green beans' 'Asparagus' 'Grapefruit' 'Watermelons' 'Butter beans'
 'Button squash' 'Fennel' 'Carrots' 'Kangaroo' 'Currants']";0
382;6 Garlic Cloves (smashed);"['Garlic' 'Cauliflowers' 'Sunflower seed' 'Rape seed' 'Artichokes'
 'Chick peas' 'Sesame seed' 'Mustard seed' 'Guavas' 'Olives']";
383;1 pound of Italian Sausage;"['Ground nuts' 'Diamond fish' 'Rutabage' 'Button squash' 'Walnuts'
 'Eggplants' 'Rock fish' 'Nectarines' 'Almond milk' 'Buffalo milk']";
384;1 dash(es) Creole Seasoning;"['Watermelons' 'Green beans' 'Cashew nut' 'Butter beans' 'Herring'
 'Cowpeas' 'Mussels' 'Mackerel' 'Gherkins' 'Mandarin']";0
385;1 Package of Lasagna noodles;"['Potatoes' 'Pineapples' 'Tangerines' 'Peanuts' 'Peaches' 'Mackerel'
 'Tomatoes' 'Tomatoes' 'Kangaroo' 'Rape seed']";0
386;Onion (I cut the onion into medium size pieces and used about 1/8 of a cup) Add more if you prefer.;"['Sesame seed' 'Octopus' 'Cantelope' 'Chick peas' 'Ground nuts'
 'Coconut milk' 'Diamond fish' 'Gooseberries' 'Cauliflowers' 'Quinces']";
387;4 97% fat-free beef franks;"['Green beans' 'Butter beans' 'Watermelons' 'Sea bass' 'Currants'
 'Rape seed' 'Aubergines' 'Blueberries' 'Sesame seed' 'Raspberries']";
388;2 Cups Shredded Five-Cheese Italian Blend;"['Sesame seed' 'Cheese' 'Sunflower seed' 'Chestnuts' 'Nectarines'
 'Cashew nut' 'Strawberries' 'Strawberries' 'Cauliflowers' 'Swedes']";
389;1/4 cup apple cider vinegar;"['Rape seed' 'Aubergines' 'Tangerines' 'Nectarines' 'Butter beans'
 'Herring' 'Sunflower seed' 'Mackerel' 'Kangaroo' 'Grapefruit']";0
390;a few lettuce leaves;"['Lettuce' 'Butter beans' 'Blueberries' 'Green beans' 'Cantelope'
 'Hazelnuts' 'Cashew nut' 'Cuttlefish' 'Nectarines' 'Chick peas']";0
391;2 Paprikaschote(n), rot und gelb;"['Apricot' 'Pilchard' 'Mackerel' 'Artichokes' 'Cashew nut' 'Pistachios'
 'Ground nuts' 'Watermelons' 'Diamond fish' 'Orange']";0
392;1 cup coconut milk;"['Coconut milk' 'Almond milk' 'Buffalo milk' 'Soy-milk' 'Ling common'
 'Apricot' 'Lentils' 'Broccoli' 'Zucchini' 'Broccoli']";
393;1 Knoblauchzehe(n);"['Peaches' 'Soybean' 'Spinach' 'Zucchini' 'Mackerel' 'Rockmelon'
 'Porbeagle' 'Hazelnuts' 'Anglerfish' 'Cashew nut']";0
394;2 mushrooms, chopped small;"['Mushrooms' 'Artichokes' 'Almond milk' 'Mustard seed' 'Mussels' 'Broccoli'
 'Broccoli' 'Chick peas' 'Pistachios' 'Ground nuts']";
395;1/2 Tbs. unsalted butter;"['Ground nuts' 'Mustard seed' 'Butter' 'Lobster' 'Cashew nut' 'Tuna'
 'Gooseberries' 'Butter beans' 'Sunflower seed' 'Lettuce']";
396;2 tablespoons grated onion;"['Almond milk' 'Diamond fish' 'Coconut milk' 'Mandarin' 'Rutabage'
 'Rape seed' 'Cantelope' 'Cashew nut' 'Raspberries' 'Watermelons']";
397;Parmesan cheese (optional);"['Peaches' 'Pistachios' 'Cashew nut' 'Watermelons' 'Ling common'
 'Cranberries' 'Prawns' 'Cheese' 'Peanuts' 'Lentils']";
398;1/2 cup chopped green onions;"['Green beans' 'Gherkins' 'Aubergines' 'Watermelons' 'Butter beans'
 'Sunflower seed' 'Peppers' 'Pumpkins' 'Zucchini' 'Cherries']";
399;1 lb. ripe tomatoes, peeled, seeded and finely chopped;"['Diamond fish' 'Sesame seed' 'Almond milk' 'Sunflower seed' 'Tomatoes'
 'Tomatoes' 'Rape seed' 'Cantelope' 'Cuttlefish' 'Artichokes']";
400;1 1/2 cups chopped celery, divided;"['Mustard seed' 'Sunflower seed' 'Rape seed' 'Raspberries' 'Gooseberries'
 'Celery' 'Cherries' 'Zucchini' 'Nectarines' 'Aubergines']";0
401;2 tablespoons lower-sodium soy sauce;"['Sunflower seed' 'Cauliflowers' 'Capsicums' 'Raspberries' 'Mustard seed'
 'Gooseberries' 'Strawberries' 'Strawberries' 'Rape seed' 'Tangerines']";0
402;1/2 cup BBQ sauce;"['Quinces' 'Rape seed' 'Mustard seed' 'Button squash' 'Butter' 'Barley'
 'Sunflower seed' 'Octopus' 'Lettuce' 'Mussels']";0
403;1/8 teaspoon cayenne pepper;"['Sesame seed' 'Peppers' 'Cantelope' 'Nectarines' 'Pineapples'
 'Raspberries' 'Green beans' 'Gooseberries' 'Button squash' 'Fennel']";0
404;2 cups red potatoes, skin-on & diced;"['Mustard seed' 'Potatoes' 'Sunflower seed' 'Tomatoes' 'Tomatoes'
 'Mushrooms' 'Rape seed' 'Nectarines' 'Sesame seed' 'Green beans']";
405;2 minced chili peppers (to taste);"['Chick peas' 'Pineapples' 'Peppers' 'Sunflower seed' 'Pistachios'
 'Diamond fish' 'Cheese' 'Quinces' 'Peaches' 'Beetroot']";0
406;Kosher salt and freshly ground black pepper;"['Mustard seed' 'Cantelope' 'Diamond fish' 'Gooseberries' 'Sunflower seed'
 'Pollock' 'Kangaroo' 'Cherries' 'Chestnuts' 'Chick peas']";0
407;Vegetable oil (for frying);"['Herring' 'Nectarines' 'Raspberries' 'Cauliflowers' 'Celery' 'Aubergines'
 'Kiwi fruit' 'Cuttlefish' 'Blueberries' 'Diamond fish']";0
